School Type,School No,School Name,Academic Year,SSF Date,Offering,School Revenue Type,SSF Number,Status,,OV-2026,Total Order Value (Exclusive GST),Total Order Value (Inclusive GST),ASSET Revenue,ASSETStudents,ASSET rate,CARES Revenue,CARESStudents,CARES rate,Mindspark Revenue,MindsparkStudents,Mindspark rate,Teacher Training Revenue,Payment Mode,No Of Installments,Full Payment Date,First Installment Date,First Installment Amount,Second Installment Date,Second Installment Amount,Third Installment Date,Third Installment Amount,Fourth Installment Date,Fourth Installment Amount,TDS Amount,First payment Date,Latest payment Date,To be invoiced till date,Amount Received,Due till date as per payment schedule,Total Discount %,Standard Discount %,Pre Payment Discount %,Volume Discount %,Bundle Discount %,Loyalty Discount %,ASSETRound,Ei ASSET Mode,CAREStestpack,Ei CARES Version,Ei CARES Mode Of Printing,Ei CARES Mode,Ei Mindspark Mode,Board,City,State,Division,Zone,Vertical,Program Start Date,Program End Date,Order Type,ID,Zoho CRM Account ID,Deal ID,Created Date,Added User,Modified User,SSF Creator Email,SSF Creator,CRM Account Owner,CRM Acad Consultant,Logistic Approved Date,SSF Signing Perosn Name,SSF Signing Perosn Designation,SSF Signing Perosn Mail ID,SSF Signing Perosn Phone No,School CRM Email,Principal Name,Principal Email,Principal Phone No,Coordinator Name,Coordinator Email,Coordinator Phone No,School Fees,Billing Address Line 1,Billing Address Line 2,Billing Postal Code,Shipping Address Line 1,Shipping City,Shipping State,Shipping Postal Code,TAN NO,CRM Billing Street,CRM Shipping Street
Retention School,159527,"St. Mary's School (ICSE), Mazagaon",2026,2026-02-16 00:00:00,"Ei CARES, Ei Mindspark",Regular,"IN-2022004347, IN-2022004348",Approved By Logistic Team,,2134579,2193236,2305634,0,0,,1568800,592,2650,624436,231,2703,0,Installments,4,,2026-06-30 00:00:00,"184209, 392200",2026-09-30 00:00:00,"184209, 392200",2026-12-31 00:00:00,"184209, 392200",2026-12-31 00:00:00,"184209, 392200",0,,,0,0,0,"0.46840000000000004, 0.47","0.46840000000000004, 0.47",,,,,0,,"0, 8",MCQ,Printing By EI,OMR,Online,CISCE,Mumbai,Maharashtra,West,Mumbai,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000037256436, 22028000037256488",51788000002732295,"zcrm_51788000306825117, zcrm_51788000306825283",2026-02-16 00:00:00,saloni.shah_ei,hakim.kanchwala_eiindia1,saloni.shah@ei.study,Saloni shah,Shahista Shaikh,,"2026-02-17 14:29:26, 2026-02-17 14:31:13",Dr. Yohan Alphonso,Other,yohanalphonso30@stmarysicse.com,"+919082930486, +919623185617",contact@stmarysicse.com,Dr. Yohan Alphonso,yohanalphonso30@stmarysicse.com,"+919082930486, +919623185617",Dr. Yohan Alphonso,yohanalphonso30@stmarysicse.com,"+919082930486, +919623185617",0,"Sardar Balwant Singh Dhody Marg, Mazagaon,",,400010,,Mumbai,Maharashtra,400010,MUMS38726C,"Sardar Balwant Singh Dhody Marg, Mazagaon,","Sardar Balwant Singh Dhody Marg, Mazagaon,"
Retention School,1650530,"Paramount Academy, Kasrawad",2026,2026-02-23 00:00:00,Ei CARES,Regular,IN-2022004406,Approved By Logistic Team,,308674,302020,302020,0,0,,302020,151,2000,0,0,,0,Installments,4,,2026-04-01 00:00:00,75505,2026-07-01 00:00:00,75505,2026-09-01 00:00:00,75505,2026-12-01 00:00:00,75505,0,,,0,0,0,0.4742,0.4742,,,,,0,,4,MCQ,Printing By EI,OMR,,CBSE,Khargaon,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037488508,51788000002759089,zcrm_51788000307222254,2026-02-23 00:00:00,shruti.chauhan_ei,fagun.saraiya_eiindia1,shruti.chauhan@ei.study,Shruti chauhan,Shruti Chauhan,,2026-02-25 15:51:27,Akhilesh Patidar,Principal,akhilesh.patidar13134@gmail.com,+919926013134,paramountkasrawad@gmail.com,Akhilesh Patidar,khilesh.patidar13134@gmail.com,+919926013134,Akhilesh Patidar,khilesh.patidar13134@gmail.com,+919926013134,0,Paramount Academy,,451228,,Khargaon,Madhya Pradesh,451228,BPLS11215B,Khargaon Road Kasrawad,Khargaon Road Kasrawad
Retention School,168210,Vivekananda Mission School,2026,2026-02-26 00:00:00,"Ei ASSET, Ei Mindspark",Regular,"IN-2022004431, IN-2022004432",Approved By Logistic Team,,4322252,3220416,3749985,278365,348,800,0,0,,2942051,1827,1610,0,"Full Payment, Installments",4,2026-06-30 00:00:00,"2000-01-01 00:00:00, 2026-04-01 00:00:00","0, 867905","2000-01-01 00:00:00, 2026-06-30 00:00:00","0, 867905","2000-01-01 00:00:00, 2026-09-30 00:00:00","0, 867905","2000-01-01 00:00:00, 2026-12-31 00:00:00","0, 867905",0,,,0,0,0,"0.4722, 0.579","0.4722, 0.579",,,,,"0, Summer Round",OMR,0,MCQ,,,Online,CISCE,Joka,West Bengal,East,West Bengal,National Sales,"2026-04-01 00:00:00, 2026-05-01 00:00:00","2027-02-28 00:00:00, 2027-03-31 00:00:00",Regular School: Active school with student count and rate per student defined,"22028000037553184, 22028000037553232",51788000002732448,"zcrm_51788000307436281, zcrm_51788000307436312",2026-02-26 00:00:00,gargi.ghosh_ei,mitul.patel_ei1,gargi.ghosh@ei.study,Gargi ghosh,Lopamudra Das,,"2026-03-02 10:50:40, 2026-03-02 10:50:58",Arnab Chandra,School Owner,rector@vms.edu.in,+919903263000,principal@vms.edu.in,Arnab Chandra,arnab.chandra@vms.edu.in,+919903263000,Arnab Chandra,arnab.chandra@vms.edu.in,+919903263000,0,"Vivekananda Mission School Joka, Kolkata",,700104,,Joka,West Bengal,700104,CALV02119F,Vivek Ville,Vivek Ville
Retention School,177663,St. James^ School,2026,2026-02-24 00:00:00,Ei ASSET,Regular,IN-2022004407,Approved By Logistic Team,,424500,565587,565587,565587,870,650,0,0,,0,0,,0,Installments,3,,2026-03-10 00:00:00,141397,2026-07-10 00:00:00,209267,2026-08-10 00:00:00,214923,2000-01-01 00:00:00,0,14139.68,2026-03-09 00:00:00,2026-03-09 00:00:00,141397,127257,0,0.5666,0.5666,,,,,Summer Round,OMR,0,MCQ,,,,CISCE,Kolkata,West Bengal,East,West Bengal,National Sales,2026-04-06 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037499052,51788000002732621,zcrm_51788000307184099,2026-02-24 00:00:00,lopamudra.das_eiindia1,mitul.patel_ei1,lopamudra.das@ei.study,Lopamudra das,Nishu Rani,,2026-03-07 18:03:25,T.H Ireland,,sjskolkata1864@gmail.com,+913322841546,sjskolkata1864@gmail.com,T.H Ireland,jskolkata1864@gmail.com,+913322841546,T.H Ireland,jskolkata1864@gmail.com,+913322841546,48000,"165, Acharya Jagadish Chandra Bose Rd, Entally,",,700014,"165, Acharya Jagadish Chandra Bose Rd, Entally,",Kolkata,West Bengal,700014,CALS00749A,"165, Acharya Jagadish Chandra Bose Rd, Entally,","165, Acharya Jagadish Chandra Bose Rd, Entally,"
Retention School,1823562,Roopnagar Public School,2026,2026-02-11 00:00:00,Ei Mindspark,Regular,IN-2022004328,Approved By Logistic Team,,729040,764644,902280,0,0,,0,0,,764644,451,1695,0,Installments,4,,2026-04-30 00:00:00,225570,2026-07-30 00:00:00,225570,2026-10-30 00:00:00,225570,2026-12-30 00:00:00,225570,0,,,0,0,0,0.4443,0.3943,,,,0.05,0,,0,MCQ,,,Online,CBSE,Jhalawar,Rajasthan,North,Rajasthan,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037160192,51788000002762372,zcrm_51788000306445112,2026-02-11 00:00:00,rohit.kumar_ei,fagun.saraiya_eiindia1,rohit.kumar@ei.study,Rohit kumar,Rohit Kumar,,2026-02-19 15:39:14,Rahul Sharma,Admin,info@rpsjhalawar.com,+918107310228,rpsjhalawar@yahoo.in,Deepshikha Jain,principal@rpsjhalawar.com,+919887533947,Deepshikha Jain,principal@rpsjhalawar.com,+919887533947,0,"NH 52, Kota Road, Jhalawar, Roopnagar Colony",,326001,,Jhalawar,Rajasthan,326001,JDHR05782A,"NH 52, Kota Road, Jhalawar, Roopnagar Colony","NH 52, Kota Road, Jhalawar, Roopnagar Colony"
Retention School,1837151,Shri Rama Bharti Public School - Sainik Nagar,2026,2026-02-23 00:00:00,"Ei ASSET, Ei CARES",Regular,"IN-2022004400, IN-2022004401",Approved By Logistic Team,,2277700,2346186,2346186,696060,1289,540,1650126,1289,1280,0,0,,0,Full Payment,,2026-03-31 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,"0.6936, 0.7","0.5436, 0.55",0.1,0.05,,0.05,"0, Summer Round",OMR,"0, 4",MCQ,Printing By EI,OMR,,CBSE,Bahadurgarh,Haryana,North,Delhi/Haryana,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000037484716, 22028000037484760",51788000002762606,"zcrm_51788000307292320, zcrm_51788000307292481",2026-02-23 00:00:00,anushka.gupta_ei,fagun.saraiya_eiindia1,anushka.gupta@ei.study,Anushka gupta,Anushka Gupta,,"2026-02-27 12:53:55, 2026-02-27 12:54:10",Deepak Gupta,School Owner,info@srbps.com,+919891069693,info@srbps.com,Priya,info.sn@srbps.com,+917027100388,Priya,info.sn@srbps.com,+917027100388,4400,Near Sector-06,,124507,"Sainik Nagar,",Bahadurgarh,Haryana,124507,RTKS09920B,"Sainik Nagar, Near Sector-06,Bahadurgarh,Haryana - 124507","Sainik Nagar, Near Sector-06,Bahadurgarh,Haryana - 124507"
New School,1859083,Vidya Vahini School,2026,2026-01-13 00:00:00,"Ei ASSET,Ei Mindspark",Regular,IN-2022004218,Approved By Logistic Team,,#N/A,887839,1009675,210975,388,544,0,0,,676864,612,1106,0,Installments,3,,2026-01-13 00:00:00,201935,2026-05-31 00:00:00,403870,2026-11-29 00:00:00,403870,2000-01-01 00:00:00,0,0,2026-02-11 00:00:00,2026-02-11 00:00:00,201935,100000,101935,0.6375,0.6375,,,,,Summer Round,OMR,0,MCQ,,,Online,CBSE,Bengaluru,Karnataka,South,Karnataka/Kerala,National Sales,2026-05-01 00:00:00,2027-05-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036356708,51788000002763120,zcrm_51788000300986499,2026-01-13 00:00:00,ravi.tangadagi_ei,mitul.patel_ei1,ravi.tangadagi@ei.study,Ravi tangadagi,Ravi Tangadagi,,2026-02-14 15:12:25,Mrs. Sunita .,Principal,info@vidyavahinibangalore.com,+919686282423,vvs_school@livein.com,Mrs. Sunita .,info@vidyavahinibangalore.com,+919686282423,Mrs. Sunita .,info@vidyavahinibangalore.com,+919686282423,78800,Vishwaneedam post,,560091,Vishwaneedam post,Bengaluru,Karnataka,560091,,"R.H.C.S Layout, C Block Sri Gandhada Kaval Vishwaneedam Post, Bengaluru, Karnataka","R.H.C.S Layout, C Block Sri Gandhada Kaval Vishwaneedam Post, Bengaluru, Karnataka"
Retention School,1879439,Christel House India,2026,2026-01-30 00:00:00,Ei ASSET,Regular,IN-2022004276,Approved By Logistic Team,,431637,447253,447253,447253,492,909,0,0,,0,0,,0,Full Payment,,2026-02-28 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,44725.32,2026-02-25 00:00:00,2026-02-25 00:00:00,447253,402527,1,0.49060000000000004,0.49060000000000004,,,,,Winter Round,OMR,0,MCQ,,,,State Board,Bengaluru,Karnataka,South,Karnataka/Kerala,National Sales,2026-06-01 00:00:00,2027-05-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036846156,51788000002763420,zcrm_51788000305308172,2026-01-30 00:00:00,aruna_ei,mitul.patel_ei1,aruna@ei.study,Aruna,Aruna,,2026-01-30 12:29:59,Amit Sams,Other,eaedu@christelhouseindia.org,+919845742265,christelhouse@vsnl.com,Ms. Nandini Lakshmanan,nlakshman@christelhouseindia.org,+919845742265,Mr. Amit Sams,eaedu@christelhouseindia.org,+919845742265,0,"Bellahalli Road, Off Hennur Road, Kannur Post - Via Bagalur,",,562149,,Bengaluru,Karnataka,562149,BLRC01661C,"Bellahalli Road, Off Hennur Road, Kannur Post - Via Bagalur,","Bellahalli Road, Off Hennur Road, Kannur Post - Via Bagalur,"
New School,1881318,Gyan Jyoti Awasiya Vidyalaya,2026,2025-09-20 00:00:00,Ei Mindspark,Regular,IN-2022003920,Approved By Logistic Team,,263997,527994,623033,0,0,,0,0,,527994,416,1269,0,Installments,4,,2026-04-01 00:00:00,155758,2026-07-01 00:00:00,155758,2026-10-01 00:00:00,155758,2026-12-15 00:00:00,155758,0,,,0,0,0,0.792,0.792,,,,,0,,0,MCQ,,,Online,CBSE,Ara,Bihar,East,Bihar/Jharkhand,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000033285384,51788000002763541,zcrm_51788000297113160,2025-09-20 00:00:00,satvinder.singh_ei,mitul.patel_ei1,satvinder.singh@ei.study,Satvinder singh,Satvinder Singh,,2025-09-22 10:18:00,Aditya Bijay Jain,School Owner,aditya_bijay@hotmail.com,+919934040452,aditya_bijay@hotmail.com,Aditya Bijay Jain,aditya_bijay@hotmail.com,+919934040452,Aditya Bijay Jain,aditya_bijay@hotmail.com,+919934040452,43500,Bampali,,802312,Bampali,Ara,Bihar,802312,,"Bampali Ara - Bhojpur, Buxar Road Old T D M Road, South Ramna Road,","Bampali Ara - Bhojpur, Buxar Road Old T D M Road, South Ramna Road,"
New School,1884049,Vidya Vihar Residential School,2026,2025-09-20 00:00:00,Ei Mindspark,Regular,IN-2022003922,Approved By Logistic Team,,#N/A,718419,847734,0,0,,0,0,,718419,705,1019,0,Installments,3,,2026-04-01 00:00:00,288230,2026-07-15 00:00:00,279752,2026-10-15 00:00:00,279752,2000-01-01 00:00:00,0,0,2025-11-03 00:00:00,2025-11-03 00:00:00,0,25000,-25000,0.6659999999999999,0.6659999999999999,,,,,0,,0,MCQ,,,Online,CBSE,Purnea,Bihar,East,Bihar/Jharkhand,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000033285560,51788000002763568,zcrm_51788000296213289,2025-09-20 00:00:00,satvinder.singh_ei,mitul.patel_ei1,satvinder.singh@ei.study,Satvinder singh,Satvinder Singh,,2025-12-03 17:52:12,Rajesh Mishra,School Owner,vidyavihar@gmail.com,+919934681888,provvrs@gmail.com,Mr. Rajesh Mishra,vidyavihar@gmail.com,+919934681888,Mr. Rajesh Mishra,vidyavihar@gmail.com,+919934681888,66000,Vidya Vihar Residential School,,854301,Vidya Vihar Residential School,Purnea,Bihar,854301,,"At & Po - Parora,","At & Po - Parora,"
1-year School,1940242,"Vivekananda Mission School, Haldia",2026,2026-01-30 00:00:00,Ei Mindspark,Regular,IN-2022004277,Approved By Logistic Team,,250436,254250,300015,0,0,,0,0,,254250,200,1271,0,Installments,4,,2026-04-05 00:00:00,75004,2026-07-05 00:00:00,75004,2026-10-05 00:00:00,75004,2026-12-05 00:00:00,75004,0,,,0,0,0,0.75,0.75,,,,,0,,0,MCQ,,,Online,CISCE,Haldia,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036843336,51788000002764620,zcrm_51788000305769128,2026-01-30 00:00:00,soumodeep.ghosh_ei,mitul.patel_ei1,soumodeep.ghosh@ei.study,Soumodeep ghosh,Soumodeep Ghosh,,2026-02-02 10:56:23,Mr. Arnab Chandra,School Owner,arnab.chandra@vms.edu.in,+919903263000,principal@vms.edu.in,Mr. Arnab Chandra,arnab.chandra@vms.edu.in,+919903263000,Mr. Arnab Chandra,arnab.chandra@vms.edu.in,+919903263000,50700,Anchorage Camp P. O. Haldia Port Haldia Township East Medinipur-721 605,,721605,Anchorage Camp P. O. Haldia Port Haldia Township East Medinipur-721 605,Haldia,West Bengal,721605,,Anchorage Camp P. O. Haldia Port Haldia Township East Medinipur-721 605,Anchorage Camp P. O. Haldia Port Haldia Township East Medinipur-721 605
Retention School,20480,Queens College,2026,2026-02-25 00:00:00,Ei CARES,Regular,IN-2022004421,Approved By Logistic Team,,1392630,1550010,1550010,0,0,,1550010,847,1830,0,0,,0,Installments,4,,2026-04-01 00:00:00,387503,2026-07-01 00:00:00,387503,2026-09-01 00:00:00,387503,2026-12-01 00:00:00,387503,0,,,0,0,0,0.634,0.634,,,,,0,,8,MCQ,Printing By School,OMR,,CBSE,Indore,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037526376,51788000002728669,zcrm_51788000307411003,2026-02-25 00:00:00,shruti.chauhan_ei,mitul.patel_ei1,shruti.chauhan@ei.study,Shruti chauhan,Shruti Chauhan,,2026-03-02 15:46:59,Geetha Somasekharan,Principal,queenscollegeindore@gmail.com,+917902381681,queenscollegeindore@rediffmail.com,Geetha Somasekharan,queenscollegeindore@gmail.com,+917902381681,Geetha Somasekharan,queenscollegeindore@gmail.com,+917902381681,0,Queens College,,452017,,Indore,Madhya Pradesh,452017,BPLD00937G,"Khandwa Road, Post Kasturba Gram,","Khandwa Road, Post Kasturba Gram,"
Retention School,205449,The Riverside School,2026,2026-03-07 00:00:00,"Ei ASSET,Ei Mindspark",Regular,IN-2022004488,Approved By Logistic Team,,466383,465577,511227,211966,240,883,0,0,,253611,120,2113,0,Installments,4,,2026-03-10 00:00:00,127807,2026-06-01 00:00:00,127807,2026-09-01 00:00:00,127807,2026-12-01 00:00:00,127807,0,,,127807,0,127807,0.3073,0.2073,,,0.05,0.05,Summer Round,Online,0,MCQ,,,Online,CISCE,Ahmedabad,Gujarat,West,Gujarat,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037760268,51788000002733052,zcrm_51788000308168001,2026-03-07 00:00:00,ishita.jethwa_ei,fagun.saraiya_eiindia1,ishita.jethwa@ei.study,Ishita jethwa,Ishita Jethwa,,2026-03-12 10:53:22,Ritu Agrawal,Other,ritu@schoolriverside.com,+919824804026,inquiry@schoolriverside.com,Ms Deepa Avashia,deepa@schoolriverside.com,+919825405468,Ms Ritu Agrawal,ritu@schoolriverside.com,+919824804026,0,"307, Behind C.S.D Depot, Off Airport Road, Cantonment",,380004,,Ahmedabad,Gujarat,380004,AHMR02519G,"307, Behind C.S.D Depot, Off Airport Road, Cantonment","307, Behind C.S.D Depot, Off Airport Road, Cantonment"
Retention School,2057359,N. H. Goel World School,2026,2025-11-27 00:00:00,"Ei CARES, Ei Mindspark",Regular,"IN-2022004107, IN-2022004108",Approved By Logistic Team,,1083017,1776018,1900758,0,0,,1083017,570,1900,693001,330,2100,0,Installments,2,,2026-04-15 00:00:00,"408871, 541509","2026-11-16 00:00:00, 2026-12-15 00:00:00","408871, 541509",2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,"0.1739, 0.31170000000000003","0.12390000000000001, 0.26170000000000004",,,,0.05,0,,"0, 2","MCQ, MCQ + Subjective",Printing By EI,OMR,Online,CBSE,Raipur,Chhattisgarh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000035130228, 22028000035130408",51788000002767001,"zcrm_51788000301448003, zcrm_51788000301448167",2025-11-27 00:00:00,rohit.kumar_ei,fagun.saraiya_eiindia1,rohit.kumar@ei.study,Rohit kumar,Rohit Kumar,,"2025-12-02 09:18:55, 2025-12-02 09:19:20",SK Tomar,"Admin, Principal",sktomar@nhgoel.com,+919009799987,principal@nhgoel.com,"Dr Avinash Pandey, Dr Awinash Pandey",principal@nhgoel.com,"+919754944903, +919977238880","Dr Awinash Pandey, Vinod Kumar","principal@nhgoel.com, vinod.kumar@nhgoel.com","+919754944903, +919977238880",18000,Pura project,,493111,"Post Nardaha, Near Pura Project, Vidhan Sabha Road,",Raipur,Chhattisgarh,493111,JBPJ01094C,"Post Nardaha, Near Pura Project, Vidhan Sabha Road,","Post Nardaha, Near Pura Project, Vidhan Sabha Road,"
1-year School,207818,Chettinad Vidya Mandir,2026,2026-01-19 00:00:00,Ei ASSET,Regular,IN-2022004237,Approved By Logistic Team,,324750,297750,297750,297750,397,750,0,0,,0,0,,0,Installments,3,,2026-07-06 00:00:00,29775,2026-11-20 00:00:00,133988,2026-12-21 00:00:00,133988,2000-01-01 00:00:00,0,0,,,0,0,0,0.5,0.5,,,,,Winter Round,OMR,0,MCQ,,,,CBSE,karur,Tamil Nadu,South,Tamil Nadu,National Sales,2026-06-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036437428,51788000002733072,zcrm_51788000304463881,2026-01-19 00:00:00,praveenkumar.rajamanickam_ei,hakim.kanchwala_eiindia1,praveenkumar.rajamanickam@ei.study,Praveenkumar rajamanickam,Praveenkumar Rajamanickam,,2026-03-06 16:04:31,Ms. Vijayalakshmi P .,Principal,principal@chettinadvidyamandir.org,+919362602841,principal@chettinadvidyamandir.org,Ms. Vijayalakshmi P .,principal@chettinadvidyamandir.org,+919362602841,Ms. Vijayalakshmi P .,principal@chettinadvidyamandir.org,+919362602841,70000,"Chettipalayam, Puliyur C F Post",,639114,"Chettipalayam, Puliyur C F Post",karur,Tamil Nadu,639114,CHER20915G,"Chettipalayam, puliyur C F post","Chettipalayam, puliyur C F post"
Retention School,22983,New Era Senior Secondary School,2026,2026-02-16 00:00:00,Ei CARES,Regular,IN-2022004342,Approved By Logistic Team,,457327,676988,676988,0,0,,676988,376,1800,0,0,,0,Installments,2,,2026-03-16 00:00:00,338494,2026-10-01 00:00:00,338494,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,0.3075,0.2575,,,,0.05,0,,4,MCQ,Printing By EI,OMR,,CBSE,Vadodara,Gujarat,West,Gujarat,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037255200,51788000002728693,zcrm_51788000306828001,2026-02-16 00:00:00,ishita.jethwa_ei,fagun.saraiya_eiindia1,ishita.jethwa@ei.study,Ishita jethwa,Nakul Swamy,,2026-02-19 12:43:11,Leena Nair,Principal,leenanair_70@yahoo.com,+919099018928,newerabaroda@gmail.com,Leena Nair,leenanair_70@yahoo.com,+919099018928,Leena Nair,leenanair_70@yahoo.com,+919099018928,82500,Near Passport Office,,300002,Near Passport Office,Vadodara,Gujarat,390002,BRDT00638B,"Near Arpan Complex, LG Nagar, Pensionpura, Nizampura","Near Arpan Complex, LG Nagar, Pensionpura, Nizampura"
1-year School,2378636,"Delhi Public School, N T P C, Farakka",2026,2025-11-13 00:00:00,Ei CARES,Regular,IN-2022004066,Approved By Logistic Team,,234145,474357,474357,0,0,,474357,527,900,0,0,,0,Installments,4,,2026-04-01 00:00:00,118589,2026-07-01 00:00:00,118589,2026-10-01 00:00:00,118589,2026-12-31 00:00:00,118589,0,2025-12-26 00:00:00,2025-12-26 00:00:00,0,10000,-10000,0.5359,0.5359,,,,,0,,2,MCQ + Subjective,Printing By EI,OMR,,CBSE,Nabarun,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000034731216,51788000002773425,zcrm_51788000300466068,2025-11-13 00:00:00,mayukh.chowdhury_ei1,mitul.patel_ei1,mayukh.chowdhury@ei.study,Mayukh chowdhury,Rudra Mishra,,2025-12-29 14:25:34,Mr. KK Jaiswal,Principal,dps.fkk@gmail.com,+919434008812,dps.fkk@gmail.com,Mr. KK Jaiswal,dps.fkk@gmail.com,+919434008812,Mr. KK Jaiswal,dps.fkk@gmail.com,+919434008812,36000,"NH-33, Dist, Farakka, West Bengal 742236",,742236,"Nabarun Post Office, Murshidabad,",Nabarun,West Bengal,742236,,"Nabarun Post Office, Murshidabad,","Nabarun Post Office, Murshidabad,"
Retention School,2385289,South City International School,2026,2026-02-25 00:00:00,Ei Mindspark,Regular,IN-2022004419,Approved By Logistic Team,,1235653,1208556,1426096,0,0,,0,0,,1208556,620,1949,0,Installments,4,,2026-04-01 00:00:00,356524,2026-07-01 00:00:00,356524,2026-09-15 00:00:00,356524,2026-12-31 00:00:00,356524,0,,,0,0,0,0.3611,0.3611,,,,,0,,0,MCQ,,,Online,CISCE,Kolkata,West Bengal,East,West Bengal,National Sales,2026-04-06 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037493564,51788000002773490,zcrm_51788000307401025,2026-02-25 00:00:00,gargi.ghosh_ei,mitul.patel_ei1,gargi.ghosh@ei.study,Gargi ghosh,Lopamudra Das,,2026-02-27 11:49:40,Ms. Rupika Nath,Principal,principal@scis.co.in,+919883656780,principal@scis.co.in,Ms. Rupika Nath,principal@scis.co.in,+919883656780,Ms. Rupika Nath,principal@scis.co.in,+919883656780,0,South City International School,,700068,,Kolkata,West Bengal,700068,CALB11050E,"375, Prince Anwar Shah Rd, Jadavpur","375, Prince Anwar Shah Rd, Jadavpur"
New School,2401378,"Mount Carmel School, Baghmugalia",2026,2026-03-08 00:00:00,Ei CARES,Regular,IN-2022004492,Approved By Logistic Team,,#N/A,1989675,1989675,0,0,,1989675,882,2256,0,0,,0,Installments,4,,2026-04-20 00:00:00,497419,2026-07-13 00:00:00,497419,2026-09-21 00:00:00,497419,2026-12-20 00:00:00,497419,0,2026-03-10 00:00:00,2026-03-10 00:00:00,0,497419,-497419,0.75,0.75,,,,,0,,4,MCQ + Subjective,Printing By EI,OMR,,CISCE,Bhopal,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037775552,51788000002773852,zcrm_51788000308109263,2026-03-08 00:00:00,sanjay.rai_eiindia1,fagun.saraiya_eiindia1,sanjay.rai@ei.study,Sanjay rai,Sanjay Rai,Pooja Joshi,2026-03-11 12:39:57,Dr. Sister Archana,Principal,principal@mountcarmelbpl.com,+919406680751,pmountcarmel@yahoo.com,Sister Archana,principal@mountcarmelbpl.com,+919406680751,Sister Archana,principal@mountcarmelbpl.com,+919406680751,56300,"Sarvodaya Hills,",,462043,"Sarvodaya Hills,",Bhopal,Madhya Pradesh,462043,,BAGHMUGALIA,BAGHMUGALIA
